-0.059880239520958334, 0.20648967551622377
3.772278451945666, 0.41297935103244754
7.783901224100473, 0.8259587020649093
10.654973239361986, 4.542772861356937
13.405048310458728, 9.705014749262531
16.09435995266105, 15.899705014749259
18.066345185734725, 20.64896755162242
23.563315846183738, 34.690265486725664
26.252097574761983, 41.50442477876106
29.179870347799977, 48.93805309734513
31.450726864854367, 54.306784660766965
34.977302033101935, 61.740412979351035
38.26523943263915, 68.14159292035399
40.058290498648724, 72.06489675516224
